sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao
1,32,5,8,7,44,0,8,15.9,1394.24
2,42,6,99,9,25,0,10,197.8,2826.27
1,32,5,99,9,40,0,7,2.3,15237.56
1,53,7,8,1,44,0,3,53.9,1246.47
1,38,5,99,7,40,0,10,104.4,1544.91
2,61,7,9,7,44,0,3,224.9,9893.33
2,61,7,99,7,40,0,6,231.3,1030.13
2,56,7,99,9,40,0,10,96.8,1696.74
1,21,3,8,7,44,0,6,9.8,1106.77
2,49,6,99,2,30,0,10,187.1,1724.67
2,49,6,99,7,40,0,10,81.9,6806.5
1,34,5,8,7,44,0,10,46.9,2236.33
1,36,5,9,7,44,0,4,15.1,1212.18
2,23,3,8,7,44,0,9,8.7,1684.17
1,27,4,9,6,44,0,9,102.8,1922.14
1,38,5,99,9,40,0,10,104.4,4688.88
1,49,6,99,9,40,0,10,123.9,5877.42
1,59,7,9,7,44,0,8,33.3,1970.62
1,23,3,8,5,44,0,2,35.9,1114.75
1,47,6,99,7,30,0,9,42.3,4322.41
1,40,6,8,4,44,0,3,28.2,1460.04
2,42,6,8,7,36,0,4,78.9,1572.53
1,25,4,8,7,44,0,6,39.3,1812.63
1,28,4,8,7,44,0,4,25.5,1578.86
2,34,5,8,7,44,0,7,16.1,1504.68
1,34,5,8,7,44,0,5,98.8,1827.4
1,53,7,99,3,20,0,9,273.8,3115.99
1,31,5,8,7,44,0,5,5.1,1593.01
2,57,7,99,7,40,0,9,198.9,1040.7
1,51,7,99,9,40,0,8,282.6,19173.98
1,30,5,2,1,44,0,3,48.9,1311.33
1,42,6,99,2,30,0,10,88.8,1100.06
1,23,3,2,6,44,0,6,29.2,1401.31
1,29,4,8,7,40,0,2,25.9,1088.57
1,24,3,8,8,44,0,6,36.8,2007.46
1,67,8,2,9,44,0,2,2.9,1474.54
1,46,6,8,2,44,0,6,5.9,1346.58
2,44,6,99,9,30,0,10,79.7,3018.56
1,58,7,8,5,44,0,2,290.9,1327.02
2,31,5,8,9,20,0,4,57.9,1370.05
1,62,7,99,7,40,0,8,160.4,1774.31
1,26,4,99,7,36,0,10,21.9,2735.14
2,30,5,8,8,44,0,10,32.9,1180.16
2,34,5,99,5,30,0,10,24.4,1732.67
2,41,6,99,7,40,0,10,125.4,2527.79
1,24,3,8,5,38,0,8,4.9,1897.69
2,57,7,99,6,36,0,10,185.9,1826.39
2,27,4,8,7,25,0,3,10.4,803.39
1,27,4,9,7,44,0,3,53.9,1597.25
2,36,5,8,7,44,0,2,30.6,1146.07
1,22,3,9,7,44,0,3,25.5,1276.74
1,25,4,99,9,40,0,10,22.9,5323.24
2,31,5,99,9,40,0,10,172.9,4493.46
1,23,3,8,7,42,0,10,10.3,1554.82
2,33,5,8,9,36,0,7,6.9,2700.2
1,37,5,99,9,20,0,10,21.2,3457.5
1,41,6,8,9,42,0,10,154.4,9741.29
1,34,5,9,7,44,0,2,20.9,1317.74
1,40,6,8,7,44,0,4,52.9,2784.16
1,21,3,8,5,44,0,5,9.9,1387.19
1,33,5,8,7,24,0,5,33.2,655.57
1,34,5,99,5,40,0,6,54.4,1026.8
1,58,7,99,6,44,0,9,129.4,2413.59
2,63,7,2,9,44,0,5,431.9,14712.77
1,29,4,9,6,36,0,3,11.7,1272.54
1,31,5,8,7,44,0,3,4.4,1120.0
2,26,4,8,8,36,0,7,75.5,1333.69
2,28,4,8,9,44,0,5,0.6,746.23
1,21,3,9,8,44,0,5,2.2,895.93
1,25,4,2,6,44,0,5,5.0,1835.91
1,58,7,99,9,40,0,5,388.9,14554.21
1,53,7,99,7,30,0,10,142.6,1389.28
2,19,3,4,6,20,0,6,22.4,548.41
2,36,5,8,7,44,0,8,33.8,4241.0
2,34,5,8,9,44,0,7,17.9,2316.19
1,58,7,99,7,30,0,8,60.9,2514.69
1,42,6,8,4,44,0,6,21.4,1073.16
1,23,3,8,4,44,0,10,5.9,1012.55
2,33,5,99,9,30,0,10,33.2,8370.37
1,51,7,99,2,40,0,8,231.6,1532.53
2,19,3,9,7,44,0,2,4.9,1182.76
2,38,5,99,9,30,0,10,118.0,7468.67
1,34,5,99,2,40,0,10,176.4,1376.11
1,54,7,8,7,44,0,5,56.2,1426.82
1,40,6,99,8,36,0,9,179.9,3486.79
1,43,6,99,5,40,0,8,146.3,2133.09
1,34,5,9,5,44,0,4,62.9,1310.15
1,67,8,8,9,44,0,7,341.9,8425.99
1,39,5,8,9,44,0,10,31.3,4017.63
2,20,3,9,7,44,0,2,0.8,1044.85
1,25,4,8,7,44,0,2,16.7,1768.54
2,40,6,9,9,44,0,5,11.3,697.84
2,34,5,8,6,44,0,8,7.6,798.11
2,33,5,8,9,20,0,5,1.4,1147.51
1,22,3,8,7,44,0,7,9.9,1184.06
1,29,4,9,7,44,0,4,83.9,1620.43
1,50,7,8,7,42,0,8,23.9,2308.0
2,60,7,99,7,40,0,10,501.9,5061.18
2,22,3,8,7,44,0,3,42.9,823.1
1,44,6,8,4,36,0,5,67.9,1544.14
2,35,5,99,9,40,0,9,56.9,3058.5
1,47,6,99,7,30,0,10,170.1,3599.38
2,46,6,8,7,44,0,6,235.9,1754.0
2,37,5,9,9,44,0,6,30.8,1820.18
2,59,7,99,5,30,0,10,237.9,1708.4
2,52,7,8,9,40,0,10,420.9,10691.55
2,42,6,8,7,44,0,10,42.3,1572.91
1,42,6,8,4,44,0,9,36.8,1534.18
2,44,6,99,9,30,0,8,44.4,2365.42
2,39,5,8,7,44,0,7,42.3,6240.02
1,44,6,99,9,40,0,10,301.9,7798.24
1,49,6,99,9,36,0,10,225.3,1745.59
1,26,4,2,9,40,0,10,11.5,5622.04
2,36,5,8,7,44,0,6,23.7,1768.1
1,41,6,2,2,44,0,5,19.9,1042.81
1,31,5,8,5,44,0,7,7.6,1101.01
1,42,6,2,7,44,0,6,31.6,1458.36
1,22,3,8,7,44,0,3,2.9,1056.07
2,26,4,8,7,44,0,2,13.9,1176.06
1,23,3,8,9,44,0,3,0.2,363.0
2,44,6,99,7,44,0,7,155.0,2966.87
1,59,7,2,9,44,0,6,142.9,8948.41
1,38,5,8,9,44,0,9,31.5,1280.02
1,34,5,8,7,44,0,8,21.3,2807.73
1,46,6,9,9,44,0,6,34.7,1221.92
1,69,8,99,7,30,0,9,101.4,1745.03
2,37,5,99,9,40,0,10,61.1,7233.99
1,50,7,8,4,44,0,2,32.9,1382.01
2,29,4,8,9,44,0,3,14.6,1148.41
1,55,7,9,1,44,0,2,5.3,951.46
2,20,3,99,7,44,0,9,22.9,1889.73
1,28,4,9,7,44,0,6,4.9,2712.88
2,48,6,4,6,36,0,8,76.9,1508.87
1,24,3,9,7,44,0,6,49.8,1114.93
1,28,4,8,6,44,1,8,56.8,978.31
1,59,7,99,9,30,0,10,228.8,17077.66
1,51,7,8,7,44,1,7,90.9,2229.97
1,40,6,99,6,30,0,9,47.9,1429.0
2,29,4,8,7,44,0,5,14.8,1103.56
1,26,4,99,9,40,0,10,85.4,7618.45
1,55,7,99,9,30,0,10,287.0,7571.08
2,34,5,8,9,40,0,9,85.3,3725.45
1,30,5,8,4,40,0,10,10.4,989.22
1,27,4,9,6,44,0,8,33.7,1474.41
1,21,3,8,7,42,0,10,15.5,2445.49
1,46,6,99,9,44,0,10,226.9,5624.33
2,39,5,8,7,44,0,4,24.5,1676.8
2,32,5,2,7,44,0,3,20.9,1073.55
1,37,5,8,7,36,0,9,27.4,2217.91
2,27,4,8,7,36,0,4,8.9,1786.96
2,52,7,99,7,40,0,10,106.8,1397.24
1,16,2,4,7,31,0,2,5.5,889.53
1,30,5,6,7,44,0,7,27.8,1884.84
1,48,6,8,7,44,0,9,93.9,1485.04
1,20,3,8,7,44,0,8,15.5,1239.66
1,20,3,9,2,44,0,3,2.9,1108.47
2,70,8,99,4,30,0,10,440.6,1555.2
2,47,6,99,7,40,0,10,222.1,4563.76
2,31,5,8,5,44,0,2,21.8,1027.37
1,50,7,2,7,44,0,6,14.9,1131.91
2,55,7,99,9,30,0,10,196.8,2608.21
1,40,6,8,4,44,0,2,226.9,1481.57
2,29,4,2,7,44,0,6,94.8,2515.54
1,60,7,8,3,44,0,6,14.8,3014.62
1,43,6,8,9,12,0,7,83.3,10921.02
2,34,5,8,7,44,0,8,15.7,1394.1
1,67,8,99,4,40,0,10,462.9,5083.35
2,48,6,99,9,40,0,10,198.5,9707.94
1,62,7,99,8,30,0,9,404.0,12350.9
2,42,6,99,9,30,0,10,84.4,4784.41
1,45,6,99,5,40,0,8,305.9,12533.93
1,35,5,4,7,36,0,8,10.5,1419.08
1,49,6,99,9,40,0,10,8.5,17215.43
1,28,4,4,7,44,0,2,1.8,1849.18
2,47,6,99,4,44,0,10,29.9,1072.71
2,43,6,8,7,44,0,9,158.9,2240.85
1,21,3,2,7,36,0,4,0.8,1084.22
2,62,7,99,9,30,0,10,342.2,3851.14
1,44,6,8,7,44,0,8,194.6,1426.75
2,48,6,8,9,44,0,8,14.5,2322.43
1,35,5,2,7,40,0,6,12.4,1334.22
2,29,4,99,9,40,0,10,89.9,3716.71
2,25,4,99,7,40,0,10,6.9,1046.75
1,32,5,8,7,44,0,10,11.3,1614.93
2,54,7,99,4,40,0,9,308.0,1339.3
2,50,7,99,7,30,0,10,267.9,1740.85
1,35,5,8,7,22,0,6,28.9,2888.78
1,29,4,8,7,41,0,10,81.6,2420.34
1,60,7,8,2,44,0,3,13.9,1329.84
2,35,5,8,7,44,0,5,13.9,988.69
2,30,5,8,7,44,0,8,7.9,1450.72
1,50,7,4,7,44,0,2,143.9,1299.08
1,50,7,2,5,44,0,6,81.6,3422.7
1,37,5,99,7,30,0,10,110.1,2757.51
1,50,7,99,7,30,0,10,7.6,2476.84
1,45,6,2,7,44,0,4,143.8,2685.35
1,23,3,8,7,44,0,5,45.9,1179.57
2,30,5,2,8,36,0,5,100.9,1767.93
2,33,5,2,9,22,0,5,23.3,1702.06
1,26,4,8,7,44,0,4,1.0,1275.32
1,40,6,8,7,44,0,10,120.5,3738.37
1,39,5,9,6,44,0,3,3.6,1147.51
1,31,5,8,6,44,0,9,13.8,1548.23
2,38,5,99,9,40,0,10,113.2,5174.71
1,44,6,8,7,44,0,7,15.6,3439.5
2,43,6,99,7,40,0,10,165.0,1351.21
1,39,5,8,7,44,0,2,21.9,1915.36
1,31,5,99,9,40,0,10,104.9,5671.6
1,27,4,8,8,44,0,7,16.3,1782.38
2,54,7,99,5,30,0,9,411.7,8151.62
1,46,6,99,9,40,0,10,134.2,2611.37
1,43,6,8,6,44,0,5,120.9,2121.71
2,27,4,8,7,44,0,4,1.2,1150.9
1,42,6,8,5,44,0,4,50.9,1597.67
2,46,6,99,7,36,0,10,149.9,2151.93
1,24,3,4,5,44,0,6,16.9,1464.47
2,44,6,99,7,30,0,10,113.5,2109.51
1,38,5,99,5,36,0,9,10.6,1109.09
1,65,8,99,9,20,0,10,79.9,2944.1
2,31,5,99,7,30,0,9,10.9,1252.54
2,56,7,99,9,20,0,10,263.6,3337.14
2,28,4,8,7,44,0,10,20.9,2304.63
2,32,5,8,7,44,0,3,63.9,1122.97
1,38,5,9,7,44,0,8,1.8,1582.12
2,37,5,99,9,20,0,8,154.9,3084.33
1,54,7,8,6,44,0,4,37.9,1324.86
1,49,6,8,9,44,0,8,41.8,11680.95
1,34,5,9,7,44,0,10,1.1,473.65
1,30,5,8,4,44,0,3,59.5,1183.37
2,26,4,8,7,44,0,2,20.7,1032.95
1,44,6,8,9,44,0,8,58.4,2003.63
2,37,5,9,7,40,0,10,6.9,2013.11
1,50,7,8,7,44,0,8,142.9,2354.34
1,24,3,8,7,40,0,2,11.7,1044.25
1,21,3,8,7,44,0,4,0.2,492.83
2,41,6,9,9,44,0,4,40.9,752.23
1,63,7,9,7,42,0,4,38.9,1638.86
1,55,7,8,5,36,0,10,27.5,1545.33
1,35,5,2,4,44,0,4,89.2,1899.95
1,60,7,99,4,40,0,10,453.9,1448.6
2,45,6,99,9,40,0,10,312.5,4997.94
1,57,7,8,5,44,0,8,12.8,2306.44
1,34,5,8,9,44,0,7,3.7,2268.81
1,45,6,2,5,44,0,6,98.2,1215.61
2,39,5,99,9,25,0,10,105.3,3573.15
1,18,3,2,7,25,0,6,11.3,540.06
2,46,6,8,9,44,0,2,58.9,1288.17
1,34,5,6,7,0,0,6,96.8,4362.46
1,19,3,8,7,44,0,8,10.3,1410.99
2,30,5,9,7,44,0,2,0.8,1120.82
2,64,7,99,7,40,0,7,379.9,3298.9
1,31,5,99,7,40,0,10,147.0,6135.9
2,28,4,2,7,44,0,5,10.4,1048.7
2,68,8,99,7,40,0,10,386.8,4910.53
2,60,7,2,7,44,0,9,177.5,1190.97
1,36,5,8,5,44,0,3,10.9,1215.89
2,26,4,2,7,44,0,9,7.1,1224.62
1,40,6,8,7,44,0,5,7.9,1842.15
2,50,7,8,4,44,0,7,41.9,2777.36
1,29,4,8,9,44,0,7,18.9,2684.22
1,54,7,8,7,1,0,8,57.5,12095.11
2,28,4,99,7,30,0,6,16.9,2881.78
1,22,3,9,7,44,0,6,14.9,2244.54
1,38,5,8,7,44,0,8,3.8,1613.72
2,41,6,8,9,36,0,9,17.9,4135.13
2,35,5,8,7,44,0,6,3.1,1424.76
1,20,3,8,7,44,0,4,16.7,1555.51
1,32,5,8,7,44,0,7,4.0,1201.78
2,31,5,8,7,44,0,2,7.9,1250.03
1,27,4,9,7,38,0,7,20.9,1998.39
1,38,5,6,2,44,0,9,43.8,1081.75
1,46,6,99,3,36,0,8,227.9,1234.16
1,23,3,2,7,44,0,3,10.2,1188.24
2,43,6,2,9,44,0,5,16.9,1211.32
2,34,5,99,9,36,0,10,102.6,1990.41
2,52,7,9,9,40,0,10,18.9,3777.14
1,59,7,8,7,44,0,2,71.9,1098.66
1,33,5,2,6,44,0,5,8.9,1700.34
1,47,6,8,7,44,0,9,295.3,2283.84
2,28,4,8,7,44,0,9,3.9,1152.96
1,26,4,9,5,44,0,4,20.9,1668.54
2,33,5,99,7,30,0,10,28.8,3507.13
1,51,7,8,5,44,0,3,13.9,1052.29
2,51,7,99,9,27,0,10,154.9,4022.61
1,61,7,99,7,40,0,9,394.9,6583.55
2,34,5,99,7,40,0,6,133.9,1470.04
1,43,6,8,7,36,0,9,105.9,1872.35
2,29,4,2,7,44,0,3,34.9,813.2
1,40,6,99,7,40,0,10,11.6,3875.12
1,51,7,2,7,38,0,9,16.9,1314.23
1,41,6,8,7,44,0,10,76.8,1950.03
1,21,3,8,6,44,0,10,6.2,1245.14
1,24,3,8,7,44,0,4,12.3,1230.88
1,61,7,99,7,40,0,10,425.6,2743.58
2,40,6,99,9,30,0,10,28.8,1504.35
1,55,7,2,6,44,0,3,136.9,1320.17
1,38,5,99,9,30,0,10,22.9,5408.74
1,49,6,8,7,44,0,8,285.2,2665.25
2,60,7,99,7,44,0,7,163.9,2962.81
2,48,6,8,7,44,0,7,14.8,1381.17
1,29,4,8,7,44,0,9,1.7,1022.17
2,32,5,99,9,40,0,10,68.5,1167.48
1,52,7,99,9,30,0,10,244.8,4257.77
1,25,4,8,8,44,0,4,15.9,1546.43
2,33,5,8,7,44,0,10,25.1,1072.54
1,19,3,9,7,44,0,9,9.9,1049.2
1,52,7,9,7,44,0,3,70.9,1691.6
1,35,5,8,2,44,0,7,5.9,1618.54
1,29,4,8,7,44,0,8,33.2,1470.06
2,34,5,99,7,30,0,10,59.9,1239.06
1,31,5,8,6,44,0,7,0.4,1027.51
1,32,5,99,7,30,0,10,85.5,3221.65
1,17,2,8,6,20,0,8,15.4,542.9
1,48,6,8,7,40,0,2,222.9,8432.33
1,41,6,2,7,35,0,9,79.7,9557.78
1,53,7,99,7,30,0,9,414.7,13124.78
1,38,5,99,9,40,0,10,122.5,13011.2
1,33,5,8,7,44,0,10,5.0,1547.53
2,42,6,9,7,44,0,4,0.9,3708.98
1,26,4,8,7,44,0,2,9.6,1720.66
1,31,5,9,7,44,0,5,10.2,1287.56
2,33,5,99,9,25,0,10,73.9,1789.06
1,25,4,2,7,44,0,5,41.9,1052.68
1,25,4,8,7,40,1,5,19.9,1014.87
1,33,5,4,7,44,0,8,1.3,784.42
2,65,8,99,4,40,0,10,355.3,2497.78
1,52,7,2,7,0,0,6,37.3,3232.43
2,22,3,8,7,44,0,2,9.9,1155.21
2,36,5,99,5,40,0,10,66.2,1294.27
1,22,3,8,7,44,0,10,15.3,1386.05
1,32,5,8,6,44,0,3,85.8,7499.11
1,27,4,2,7,44,0,4,9.4,1371.21
2,63,7,99,9,30,0,10,477.9,4777.27
1,40,6,2,7,44,0,6,113.9,1127.81
2,44,6,99,7,40,0,10,112.3,1388.95
2,23,3,8,7,44,0,4,37.9,991.81
2,37,5,99,7,40,0,9,58.5,1473.76
1,38,5,4,9,44,0,5,14.7,11266.25
1,32,5,8,9,44,0,2,45.9,1534.75
1,33,5,8,5,44,0,2,7.6,1035.83
2,40,6,8,7,44,0,8,4.1,1209.96
2,47,6,99,9,40,0,10,219.9,4140.19
1,34,5,8,2,44,0,10,54.4,1964.78
1,34,5,99,7,40,0,10,105.5,1729.27
1,41,6,8,7,44,0,7,92.8,3986.76
2,42,6,8,3,44,0,5,83.9,1724.43
1,29,4,2,7,40,0,6,31.7,3995.9
2,50,7,8,4,44,0,4,275.9,1926.79
1,41,6,8,7,44,0,5,40.1,2153.16
1,44,6,8,7,44,0,6,34.6,1701.01
1,33,5,8,7,36,0,4,2.6,1720.41
2,26,4,8,9,44,0,5,1.8,1160.93
1,65,8,8,2,30,0,10,222.9,1932.12
1,25,4,8,2,44,0,7,23.6,1138.1
1,38,5,99,9,40,0,9,131.9,11341.87
1,36,5,8,8,44,0,5,114.9,1875.34
1,27,4,4,7,44,0,4,20.4,1956.14
2,53,7,99,7,40,0,10,315.4,1739.07
2,27,4,99,7,40,0,9,29.4,1109.74
1,47,6,8,7,44,0,4,12.9,3047.97
2,25,4,8,7,44,0,9,7.5,1430.04
2,50,7,99,5,36,0,9,152.9,1844.76
1,36,5,8,3,44,0,2,77.9,1145.27
2,50,7,99,9,30,0,10,100.9,2477.75
1,38,5,8,7,44,0,5,75.9,1910.39
1,32,5,8,7,36,0,10,53.8,2030.8
1,25,4,9,7,44,0,5,45.5,1061.88
2,33,5,2,7,30,0,8,101.4,1651.31
1,42,6,8,9,1,0,5,3.3,2893.59
1,23,3,8,2,44,0,10,4.6,991.16
1,26,4,9,7,44,0,4,3.4,1237.44
1,20,3,8,4,40,0,10,23.9,1251.03
2,33,5,2,9,44,0,5,24.3,5006.21
1,40,6,4,7,44,0,6,2.1,1144.01
2,41,6,99,9,20,0,10,175.7,3504.08
2,43,6,99,9,40,0,10,269.3,1256.53
1,53,7,99,9,40,0,10,319.9,13472.19
1,26,4,2,5,44,0,7,31.4,1487.6
1,25,4,99,7,30,0,10,11.6,1723.04
1,23,3,9,7,44,0,3,45.3,1385.79
2,33,5,99,7,40,0,10,23.5,1449.01
1,22,3,8,7,44,0,10,2.3,2583.48
1,30,5,8,7,44,0,9,2.9,1312.38
2,26,4,8,7,44,0,10,2.9,1244.75
1,37,5,99,9,40,0,9,96.1,11029.93
1,33,5,8,7,44,0,9,95.9,7928.0
1,23,3,8,9,44,0,2,47.9,2145.49
1,57,7,2,5,44,0,5,19.9,2571.05
2,47,6,99,9,30,0,10,97.9,8615.08
2,52,7,99,7,40,0,8,225.9,1128.36
2,39,5,8,7,40,0,10,7.3,794.48
1,39,5,8,4,44,0,10,23.0,1289.12
1,22,3,8,7,44,0,2,3.2,1136.58
1,34,5,8,7,44,0,3,104.9,1140.73
1,31,5,99,9,40,0,10,77.5,970.2
1,49,6,9,6,44,0,3,4.9,1323.32
2,49,6,99,9,25,0,10,130.9,2817.19
1,23,3,2,7,0,0,5,48.8,3295.88
1,72,8,99,4,40,0,10,430.5,3212.39
2,42,6,8,9,42,0,10,242.9,11535.08
1,34,5,2,7,44,0,5,4.9,1315.71
2,54,7,99,9,20,0,10,271.5,6053.8
2,41,6,99,9,37,0,8,214.6,3332.7
1,27,4,8,7,44,0,4,21.9,1249.97
2,34,5,8,7,44,0,6,41.9,869.35
1,18,3,8,8,20,0,10,1.4,516.58
1,21,3,9,7,44,0,3,6.9,1300.9
1,36,5,99,7,40,0,9,44.9,1047.75
1,35,5,8,9,44,0,4,58.9,5504.73
1,39,5,9,9,1,0,6,3.9,2216.63
1,59,7,9,7,44,0,10,49.9,1154.49
1,61,7,99,8,30,0,9,514.5,4354.36
2,43,6,99,9,20,0,10,82.0,7097.88
1,19,3,2,7,44,0,2,0.7,944.38
1,27,4,9,9,40,0,10,17.9,1791.51
2,34,5,9,7,44,0,3,21.9,1505.97
1,24,3,8,5,44,0,5,28.5,1754.26
2,36,5,99,7,40,0,9,67.5,1071.65
1,38,5,2,9,44,0,4,44.9,5308.36
2,45,6,99,9,20,0,10,184.4,4470.38
2,32,5,8,9,22,0,5,70.9,2523.37
1,20,3,8,7,44,0,2,18.9,1207.85
2,32,5,99,7,40,0,9,17.9,1512.29
1,42,6,8,6,44,0,10,100.7,1291.3
1,49,6,99,7,40,0,10,206.6,12885.45
2,33,5,99,9,40,0,10,126.7,4825.2
2,36,5,99,7,30,0,5,190.9,1049.69
1,25,4,4,7,44,0,7,37.5,1367.89
1,18,3,8,8,20,0,10,22.5,555.1
2,45,6,99,7,40,0,10,199.9,2400.61
2,26,4,9,7,44,0,3,20.9,1471.23
1,28,4,8,7,44,0,5,3.2,1455.65
2,39,5,9,7,44,0,7,1.8,1270.01
2,50,7,2,7,44,0,2,32.9,2003.14
2,31,5,99,11,30,0,10,23.7,2401.52
1,49,6,8,7,32,0,7,59.6,2997.02
1,54,7,2,4,44,0,9,144.9,1861.51
1,35,5,99,7,40,0,10,56.8,1044.9
2,26,4,99,7,36,0,10,11.3,3523.64
1,24,3,8,6,44,0,8,16.8,1836.39
2,41,6,99,7,40,0,10,92.9,1797.79
2,28,4,4,9,44,0,8,33.9,4908.58
1,32,5,8,7,44,0,9,17.2,1931.11
1,40,6,99,9,40,0,10,181.8,18170.34
2,34,5,9,7,44,0,7,22.9,1646.97
2,23,3,4,6,44,0,3,4.9,1618.15
1,25,4,9,7,44,0,3,6.7,1008.13
1,32,5,99,7,20,0,10,16.9,1084.07
2,41,6,8,7,44,0,5,50.9,1138.87
1,18,3,4,4,41,0,7,0.5,815.17
2,27,4,9,9,20,0,9,4.6,906.68
1,24,3,8,7,44,0,9,4.4,902.32
1,19,3,8,7,44,0,8,1.4,915.51
2,25,4,2,7,20,0,8,85.7,796.65
1,39,5,8,6,22,0,3,13.5,1046.4
2,54,7,99,9,30,0,10,168.9,4856.35
1,33,5,8,8,38,0,9,23.1,1709.07
1,47,6,99,9,40,0,10,172.9,5544.11
2,44,6,99,7,44,0,10,261.7,5409.29
1,32,5,8,4,44,0,3,27.4,1623.35
2,44,6,99,7,30,0,10,157.9,2079.91
1,35,5,9,7,44,0,5,0.7,1429.31
1,35,5,8,7,44,0,8,50.8,3411.3
2,39,5,99,9,30,0,10,15.1,2584.51
2,51,7,8,7,44,0,3,73.9,633.25
2,47,6,99,9,30,0,10,226.8,3586.67
1,46,6,99,2,36,0,5,269.9,1715.89
1,30,5,8,7,44,0,3,3.9,1139.17
1,25,4,99,9,30,0,9,35.9,3903.61
1,27,4,99,7,30,0,10,4.6,1416.34
2,44,6,99,9,25,0,9,9.6,1560.9
2,39,5,99,9,20,0,10,104.7,2528.36
2,29,4,8,9,44,0,5,14.4,985.41
1,37,5,2,9,44,0,8,35.8,13714.02
1,61,7,2,7,44,0,8,11.4,1924.51
1,35,5,99,6,30,0,9,11.9,1064.45
2,36,5,8,7,36,0,5,1.6,1060.06
2,60,7,99,7,40,0,5,371.4,5380.36
1,33,5,99,9,44,0,10,32.3,2616.04
2,58,7,9,8,44,0,3,16.9,2376.26
1,42,6,8,5,44,1,10,1.9,1104.04
2,37,5,8,5,44,0,4,9.9,678.39
2,37,5,8,7,44,0,7,12.9,1187.98
2,38,5,8,7,44,0,6,43.9,1592.34
1,35,5,99,7,40,0,10,165.0,1674.17
1,35,5,99,7,44,0,9,154.6,1384.28
1,34,5,8,7,44,0,10,155.6,2505.25
2,51,7,99,2,40,0,10,349.9,1312.53
1,39,5,99,5,40,0,10,199.9,1381.58
1,31,5,8,4,44,0,6,62.9,1270.55
2,23,3,8,7,44,0,9,6.4,1100.49
2,50,7,8,9,44,0,3,67.8,3032.19
1,50,7,99,7,40,0,9,179.0,2543.16
1,44,6,99,3,44,0,10,209.0,1543.6
1,24,3,8,7,44,0,9,4.7,1920.3
2,46,6,99,7,30,0,10,173.8,1225.68
2,30,5,9,7,44,0,2,13.7,1177.04
1,32,5,2,7,44,0,3,0.7,2967.71
2,41,6,99,7,40,0,10,65.5,1640.45
2,21,3,2,7,44,0,3,4.8,1120.22
1,48,6,8,7,44,0,7,21.9,4663.38
2,33,5,99,9,30,0,8,71.0,7089.6
1,45,6,8,7,24,0,8,4.1,2631.53
1,48,6,9,6,44,0,8,58.2,2125.35
2,34,5,8,7,44,0,9,84.6,5982.84
2,48,6,99,9,40,0,9,261.9,6618.3
2,42,6,8,7,40,0,10,16.9,1191.51
2,31,5,8,7,44,0,3,23.0,1120.52
1,22,3,8,7,44,0,10,3.9,2283.03
1,33,5,8,7,44,0,7,140.8,4191.96
2,49,6,99,5,30,0,10,142.4,1228.28
1,39,5,8,7,44,0,5,24.9,4610.22
2,58,7,99,5,30,0,10,258.9,1338.85
1,23,3,8,6,44,0,5,12.9,1331.43
2,46,6,8,7,44,0,5,75.9,1689.69
2,30,5,9,9,40,0,10,10.9,3481.96
2,62,7,99,7,40,0,8,425.6,2971.0
2,31,5,8,7,44,0,4,46.6,1225.29
2,33,5,9,7,36,0,2,15.4,1072.5
1,52,7,8,6,44,0,3,56.6,1267.11
1,27,4,2,6,44,0,10,4.3,1118.54
1,25,4,8,9,2,0,6,14.7,1143.41
1,26,4,8,2,44,0,3,11.4,1517.55
1,22,3,8,7,44,0,10,35.9,2060.19
2,33,5,2,8,0,0,5,35.7,7581.38
1,22,3,8,7,44,0,3,10.7,1459.74
1,34,5,2,7,35,0,9,1.8,4366.39
1,33,5,8,7,44,0,3,35.9,1062.19
1,28,4,9,7,44,0,4,48.6,1628.84
2,35,5,8,7,44,0,4,85.9,1845.4
1,44,6,99,7,30,0,8,33.2,1060.44
1,19,3,8,7,44,0,6,3.7,1018.97
1,46,6,99,9,30,0,10,97.9,3229.85
1,29,4,8,9,44,0,8,18.4,2131.0
1,42,6,8,7,44,0,7,20.4,2136.48
1,40,6,9,7,44,0,7,49.9,2230.86
2,30,5,8,7,44,0,2,32.9,2445.67
1,47,6,99,5,30,0,10,142.4,1375.32
2,38,5,8,7,44,0,3,22.9,3998.36
2,62,7,99,7,40,0,10,440.6,9311.65
2,39,5,99,5,44,0,10,29.1,1177.53
1,25,4,2,5,28,0,9,17.1,1957.94
2,23,3,9,7,44,0,2,11.2,1191.11
2,59,7,2,9,44,0,7,126.9,3263.94
1,51,7,2,7,40,0,10,45.9,1031.91
2,39,5,99,7,30,0,10,31.3,1063.2
2,34,5,99,9,40,0,10,104.9,5649.82
1,31,5,9,7,44,0,2,6.6,994.1
2,24,3,9,7,44,0,7,10.6,1335.72
2,42,6,99,7,40,0,5,22.8,1287.34
2,36,5,8,4,44,0,5,20.6,1568.41
1,26,4,8,6,44,0,4,61.2,1395.92
1,20,3,8,7,36,0,2,17.5,1112.98
2,70,8,99,9,30,0,10,470.9,13308.23
1,19,3,9,7,44,0,3,17.2,1047.39
2,27,4,9,8,44,0,6,23.9,1095.6
1,34,5,8,5,44,0,3,43.1,1540.66
2,41,6,9,7,44,0,3,85.9,1062.13
