sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego
2,33,5,8,6,44,0,8,35.2
1,48,6,2,6,44,0,4,37.9
1,33,5,99,7,40,0,10,44.0
1,33,5,99,7,30,0,10,153.9
2,54,7,99,7,40,0,10,317.8
1,61,7,9,2,44,0,5,20.1
1,57,7,8,7,44,0,7,4.9
1,20,3,9,7,44,0,2,5.9
2,27,4,99,7,40,0,10,13.8
1,61,7,2,7,28,0,5,450.8
2,34,5,8,3,44,0,4,71.9
2,35,5,99,6,40,0,8,54.9
2,56,7,99,7,40,0,9,224.9
2,38,5,99,9,40,0,10,34.0
1,34,5,8,5,44,0,10,166.8
1,50,7,8,7,44,0,2,47.9
1,29,4,8,7,44,0,4,10.2
1,19,3,4,4,44,0,5,4.1
1,55,7,8,2,44,0,6,251.9
2,36,5,8,7,44,0,3,111.9
2,57,7,99,9,40,0,8,386.8
1,31,5,99,7,40,0,10,105.5
1,52,7,8,9,40,0,5,215.5
2,43,6,9,9,44,0,5,61.9
1,20,3,8,7,44,0,8,16.6
1,38,5,99,9,30,0,8,198.0
1,22,3,8,7,44,0,7,5.5
1,24,3,8,6,44,0,5,7.9
1,45,6,8,7,44,0,7,41.5
2,54,7,99,7,40,0,10,20.9
1,32,5,99,7,30,0,8,82.8
2,20,3,9,7,44,0,3,1.6
2,38,5,8,9,44,0,10,2.3
2,50,7,99,2,40,0,10,197.9
1,48,6,99,9,40,0,10,225.5
1,32,5,8,7,44,0,7,1.3
1,24,3,99,8,30,0,10,21.7
1,23,3,9,7,40,0,2,4.3
1,23,3,8,7,44,0,8,9.2
2,25,4,2,9,40,0,4,27.8
2,27,4,2,7,44,0,5,15.9
1,27,4,4,7,44,0,10,17.6
2,46,6,9,7,44,0,4,1.9
1,27,4,9,7,44,0,5,6.5
2,50,7,8,6,44,0,9,31.4
2,46,6,99,9,40,0,10,214.9
1,49,6,8,7,44,0,7,10.9
1,22,3,8,7,0,0,7,15.3
2,34,5,8,7,36,0,10,0.2
2,46,6,99,9,30,0,9,183.1
1,37,5,9,5,44,0,3,46.9
1,36,5,9,7,44,0,2,9.6
1,63,7,99,7,40,0,10,484.9
2,55,7,99,9,40,0,10,179.6
1,54,7,8,5,44,0,8,30.9
2,45,6,99,10,40,0,10,183.8
2,30,5,99,7,44,0,10,102.3
1,26,4,9,7,44,0,7,18.6
1,32,5,9,7,44,0,4,11.9
2,27,4,8,7,44,0,7,61.4
1,44,6,8,7,44,0,4,27.9
2,40,6,99,11,40,0,10,187.9
2,22,3,8,7,44,0,3,23.9
1,61,7,99,7,40,0,10,386.8
2,19,3,8,7,44,0,9,1.9
1,39,5,99,7,32,0,9,48.5
1,25,4,8,7,44,0,7,15.4
1,40,6,8,7,44,0,4,20.9
1,45,6,99,9,40,0,10,262.9
2,45,6,8,7,35,0,5,2.3
1,29,4,1,7,44,0,7,11.8
2,37,5,8,7,36,0,10,58.9
1,34,5,8,7,44,0,9,31.2
1,46,6,8,7,44,0,5,40.3
2,24,3,99,7,40,0,10,37.9
2,44,6,8,7,36,0,3,48.9
1,50,7,8,7,36,0,8,95.9
2,45,6,2,7,36,0,9,85.1
2,27,4,4,6,44,0,10,69.1
2,37,5,99,7,30,0,10,80.9
2,47,6,99,9,36,0,8,135.4
1,29,4,9,7,44,0,5,14.1
1,47,6,8,7,44,0,3,2.3
1,39,5,99,7,40,0,10,134.0
1,28,4,8,7,36,0,8,21.3
1,18,3,2,6,44,0,7,10.9
2,49,6,8,7,44,0,7,107.4
2,55,7,99,4,40,0,8,272.2
1,32,5,8,8,44,0,5,15.9
2,22,3,9,7,44,0,3,10.9
2,44,6,8,7,30,0,10,199.5
2,30,5,8,7,44,0,4,22.8
1,62,7,9,9,44,0,5,70.9
1,44,6,99,9,30,0,10,190.1
2,39,5,8,9,44,0,4,0.9
2,49,6,8,8,44,0,6,23.9
2,42,6,8,7,44,0,7,123.9
1,18,3,99,7,30,0,10,59.9
1,51,7,8,9,44,0,2,17.9
1,41,6,9,4,44,0,10,70.9
2,28,4,4,7,44,0,6,68.1
2,34,5,99,3,44,0,10,178.9
1,36,5,8,9,42,0,10,201.5
1,33,5,2,7,44,0,6,0.9
2,36,5,8,7,36,0,5,14.6
1,37,5,99,7,40,0,10,183.0
2,46,6,8,7,36,0,10,23.4
1,21,3,8,7,44,0,7,34.9
2,57,7,99,7,30,0,10,16.8
1,30,5,9,8,44,0,4,14.2
2,32,5,8,7,44,0,3,27.5
2,50,7,99,9,20,0,10,188.4
2,28,4,8,7,44,0,5,67.7
2,28,4,8,7,44,0,2,0.9
1,41,6,2,7,36,0,8,4.8
1,46,6,99,7,40,0,8,132.4
2,36,5,2,7,44,0,9,89.8
1,26,4,8,4,44,0,4,10.3
1,35,5,99,7,30,0,10,85.5
1,43,6,8,7,44,0,8,4.6
2,59,7,99,7,40,0,7,410.9
2,52,7,99,7,30,0,10,237.9
1,28,4,9,7,13,0,2,11.7
2,25,4,8,7,44,0,2,4.9
1,28,4,8,7,44,0,6,0.4
2,36,5,99,5,40,0,10,66.2
1,24,3,8,7,44,0,8,22.5
2,32,5,8,6,44,0,4,131.9
1,35,5,8,7,44,0,10,49.7
1,28,4,9,7,44,0,5,10.1
1,58,7,99,4,36,0,8,138.9
2,35,5,99,5,40,0,10,176.4
1,23,3,8,7,44,0,4,2.9
2,40,6,8,7,44,0,7,23.8
2,47,6,99,3,32,0,9,154.9
1,50,7,8,9,42,0,10,125.5
1,26,4,8,7,44,0,8,43.7
1,23,3,8,7,20,1,3,4.6
1,53,7,99,5,30,0,10,350.9
1,43,6,99,7,40,0,10,126.4
2,38,5,2,7,40,0,10,4.5
1,31,5,8,7,44,0,7,23.4
1,63,7,99,8,30,0,10,367.8
1,31,5,4,4,44,0,10,1.8
1,26,4,9,6,44,0,8,4.2
1,41,6,8,7,44,0,10,18.4
1,42,6,9,7,44,0,3,75.9
2,58,7,8,9,30,0,5,439.5
1,45,6,99,9,30,0,10,23.0
2,42,6,8,7,38,0,10,16.1
1,30,5,4,7,44,0,7,1.2
2,48,6,9,7,44,0,4,98.5
1,50,7,2,9,40,0,7,94.1
1,41,6,99,7,30,0,10,181.9
1,29,4,8,7,44,0,6,7.3
2,23,3,8,8,44,0,10,23.5
1,60,7,8,7,36,0,3,309.9
1,22,3,9,7,44,0,8,7.5
1,42,6,8,7,40,0,6,20.7
1,71,8,99,9,44,0,10,172.9
2,26,4,99,9,30,0,10,8.9
2,31,5,8,9,44,0,4,54.9
1,27,4,8,7,44,0,10,96.6
1,33,5,2,7,44,0,5,71.9
1,49,6,8,7,44,0,10,58.3
1,44,6,99,9,44,0,7,164.4
1,57,7,99,9,20,0,10,355.2
1,54,7,99,7,30,0,10,341.9
2,30,5,8,7,44,0,4,58.4
1,51,7,8,2,44,0,2,25.9
2,27,4,8,9,44,0,8,47.4
2,45,6,9,7,40,0,10,19.5
1,41,6,8,3,44,0,4,4.8
1,46,6,8,8,40,0,7,5.3
1,41,6,8,5,42,0,10,14.8
2,20,3,2,7,44,0,7,8.1
1,19,3,8,7,44,0,6,12.3
2,33,5,99,9,40,0,10,50.9
1,41,6,99,9,40,0,10,173.5
1,41,6,9,7,44,0,10,13.8
2,28,4,8,7,44,0,4,6.9
1,25,4,99,7,44,0,10,22.9
1,21,3,9,7,44,0,8,34.9
1,39,5,1,7,44,0,6,239.2
2,47,6,8,9,40,0,5,214.9
2,40,6,8,7,44,0,4,26.9
1,25,4,8,4,44,0,3,1.9
1,58,7,8,5,36,0,5,162.9
1,58,7,2,5,44,0,9,64.7
1,37,5,99,7,30,0,10,149.0
2,48,6,8,9,32,0,8,152.9
1,33,5,99,7,32,0,9,37.3
1,27,4,2,7,44,0,4,33.7
1,63,7,8,4,44,0,7,50.6
1,22,3,99,8,40,0,6,47.7
2,42,6,99,10,30,0,9,213.1
1,46,6,99,7,40,0,10,47.9
2,26,4,8,7,44,0,3,13.7
2,46,6,8,7,44,0,2,108.9
2,54,7,99,9,20,0,9,380.9
1,28,4,8,7,44,0,2,2.9
2,41,6,4,5,44,0,3,26.9
1,34,5,8,7,44,0,7,27.8
2,30,5,8,7,0,0,6,19.8
1,32,5,8,7,44,0,8,4.1
1,25,4,8,7,44,0,5,3.9
1,61,7,99,9,40,0,10,246.9
1,59,7,99,7,40,0,10,190.5
2,28,4,99,9,24,0,10,89.0
2,41,6,99,7,30,0,10,30.8
2,39,5,8,9,44,0,5,1.4
1,20,3,8,7,44,0,10,4.4
1,28,4,8,7,44,0,9,18.9
1,18,3,8,7,44,0,5,4.7
1,22,3,4,7,44,0,7,3.5
1,43,6,9,7,44,0,6,8.9
1,38,5,8,7,44,0,8,27.6
1,40,6,8,5,44,0,3,87.9
2,33,5,99,7,30,0,8,21.7
1,65,8,8,7,44,0,4,146.9
1,38,5,99,5,40,0,10,187.9
1,24,3,8,7,42,0,8,28.5
2,61,7,99,9,44,0,10,174.9
1,25,4,8,7,44,0,7,5.5
2,55,7,99,9,44,0,8,198.6
1,37,5,4,7,40,0,5,167.5
2,52,7,2,9,44,0,9,162.9
1,37,5,99,9,20,0,10,21.2
1,55,7,2,9,30,0,5,371.2
1,26,4,8,7,44,0,5,15.4
2,42,6,8,7,44,0,3,47.9
2,34,5,8,9,30,0,10,67.7
1,28,4,8,7,44,0,9,2.7
2,44,6,99,7,30,0,9,47.9
1,41,6,99,9,30,0,10,183.4
1,26,4,8,7,44,0,9,28.9
2,37,5,9,7,40,0,10,6.9
2,39,5,8,5,44,0,4,107.9
1,55,7,99,7,30,0,10,148.8
2,35,5,8,7,44,0,3,28.9
1,41,6,99,7,40,0,9,131.4
1,37,5,99,7,30,0,10,146.0
2,38,5,8,7,44,0,2,3.1
2,36,5,99,9,40,0,10,78.9
1,33,5,8,7,44,0,6,10.8
2,40,6,2,9,37,0,10,128.9
2,35,5,8,8,44,0,8,114.5
1,59,7,9,7,44,0,7,39.9
1,41,6,99,9,40,1,10,69.4
2,19,3,8,8,36,0,7,1.2
1,46,6,99,9,36,0,10,225.1
2,57,7,99,7,44,0,10,164.4
2,51,7,8,7,44,0,8,316.7
1,38,5,8,7,44,0,8,19.3
1,34,5,8,7,44,0,3,2.8
2,36,5,99,5,36,0,9,152.9
2,26,4,8,7,44,0,8,44.4
1,46,6,8,9,44,0,9,72.9
1,21,3,8,7,44,0,10,0.9
2,31,5,99,9,40,0,10,68.6
2,27,4,8,7,42,0,8,23.9
1,42,6,9,4,44,0,6,54.8
1,55,7,99,7,30,0,10,359.9
1,44,6,8,7,44,0,7,11.3
2,34,5,8,7,44,0,3,15.3
2,20,3,8,7,36,0,4,9.5
1,26,4,8,5,44,0,3,4.4
2,34,5,8,9,40,0,7,9.9
1,27,4,8,8,28,0,3,52.7
2,24,3,9,7,44,0,3,15.3
1,44,6,8,7,36,0,3,23.9
1,40,6,99,9,20,0,10,160.9
2,31,5,8,9,44,0,4,0.9
2,25,4,99,7,40,0,9,19.4
1,45,6,4,7,44,0,5,145.9
1,29,4,8,3,44,0,10,23.6
2,37,5,2,7,44,0,5,54.9
2,29,4,4,7,44,0,5,21.9
1,41,6,8,7,36,0,7,130.6
2,22,3,99,7,40,0,10,5.9
2,36,5,8,7,44,0,8,4.4
1,21,3,9,7,44,0,10,2.8
2,59,7,99,4,30,0,9,414.4
1,39,5,9,7,24,0,9,111.2
2,28,4,99,9,30,0,6,12.6
1,19,3,8,7,44,0,9,6.6
1,42,6,99,9,20,0,10,279.9
1,37,5,99,9,40,0,10,130.9
1,26,4,8,7,44,0,2,78.9
2,58,7,99,9,30,0,10,337.4
2,61,7,99,5,30,0,10,437.1
1,28,4,8,9,20,0,5,27.6
2,34,5,2,7,44,0,7,41.4
1,54,7,8,7,44,0,10,154.6
1,41,6,8,7,44,1,10,31.9
2,43,6,99,7,40,0,8,164.8
2,19,3,8,7,44,0,4,20.9
1,57,7,99,9,35,0,9,78.7
1,22,3,9,7,44,0,9,31.7
2,22,3,9,7,44,0,4,14.5
2,28,4,8,5,39,1,5,59.9
1,27,4,4,7,44,0,6,2.3
2,51,7,99,7,30,0,10,201.9
1,48,6,99,3,44,0,9,155.9
2,38,5,8,9,40,0,8,19.5
1,31,5,8,7,36,0,10,51.9
2,36,5,8,7,44,0,5,0.9
2,37,5,2,9,44,0,8,151.9
2,22,3,2,9,44,0,7,22.4
1,51,7,8,7,44,0,2,63.9
2,26,4,8,7,44,0,3,34.9
1,40,6,99,9,40,0,10,191.4
1,29,4,8,7,44,0,10,47.9
1,31,5,8,9,44,0,10,35.8
1,51,7,8,7,44,0,10,47.8
2,42,6,2,8,30,0,9,188.8
1,58,7,8,7,44,0,3,1.9
1,40,6,8,6,44,0,9,25.9
1,40,6,8,6,36,0,3,14.9
2,45,6,8,7,44,0,2,248.9
2,22,3,2,7,44,0,3,3.9
1,50,7,8,4,44,0,5,53.8
1,37,5,8,6,44,0,2,60.9
2,54,7,2,3,44,0,4,9.9
2,27,4,99,7,30,0,10,11.5
1,26,4,9,5,44,0,6,63.9
1,37,5,8,7,44,0,10,9.9
2,46,6,99,3,44,0,10,150.9
1,36,5,99,9,40,0,10,95.9
1,31,5,8,6,44,0,3,18.9
2,65,8,99,9,20,0,10,485.3
1,34,5,8,7,44,0,5,47.7
1,58,7,99,9,30,0,10,433.9
1,23,3,8,7,44,0,6,6.2
1,48,6,8,7,44,0,8,96.9
2,38,5,8,4,44,0,7,38.5
1,38,5,8,5,44,0,9,122.5
1,44,6,99,7,40,0,10,126.9
1,21,3,8,6,36,0,5,8.0
2,40,6,2,9,44,0,2,12.6
2,49,6,99,7,40,0,10,283.9
1,29,4,8,7,44,0,5,25.8
1,46,6,8,5,44,0,5,51.9
2,20,3,99,7,44,0,10,9.9
1,45,6,99,5,40,0,8,305.9
1,48,6,8,7,44,0,8,0.9
2,52,7,99,7,30,0,8,341.9
1,36,5,8,7,44,0,2,5.9
1,38,5,8,9,44,0,10,58.9
2,31,5,8,9,44,0,9,26.4
2,41,6,99,7,40,0,10,65.5
2,48,6,2,7,44,0,4,41.6
2,43,6,8,4,22,0,2,24.4
1,40,6,99,7,30,0,10,150.8
1,40,6,8,7,44,0,5,9.8
1,59,7,99,9,40,0,10,321.0
1,31,5,8,8,40,0,5,73.8
1,34,5,2,9,44,0,7,2.9
1,47,6,9,7,44,0,3,5.4
1,47,6,8,2,44,0,10,74.4
1,63,7,2,7,36,0,8,75.7
1,29,4,99,5,40,0,9,41.2
1,43,6,8,7,44,0,2,45.9
1,64,7,8,6,16,0,2,145.9
1,36,5,8,7,44,0,7,5.2
2,23,3,99,7,30,0,10,38.8
1,54,7,99,9,34,0,10,225.8
2,49,6,99,7,44,0,8,256.0
2,65,8,99,3,40,0,9,411.9
2,47,6,99,9,20,0,10,105.8
1,23,3,8,7,44,0,5,8.2
1,36,5,8,7,36,0,4,179.9
2,56,7,99,9,40,0,10,102.1
2,56,7,99,5,30,0,10,37.9
2,26,4,9,7,44,0,10,11.9
2,24,3,9,7,36,0,8,20.8
2,47,6,99,7,30,0,10,60.4
1,49,6,99,9,40,0,10,199.9
1,42,6,8,7,44,0,4,15.9
1,39,5,6,7,44,0,5,4.9
1,32,5,99,9,36,0,10,106.9
1,53,7,99,3,40,0,10,346.2
1,22,3,99,7,30,0,9,47.9
1,33,5,8,5,44,0,3,8.0
1,29,4,8,7,38,0,8,44.1
1,21,3,99,6,40,0,6,33.6
1,27,4,8,7,44,0,6,9.0
2,51,7,99,6,30,0,7,274.9
1,27,4,8,6,44,0,2,56.8
1,38,5,99,7,40,0,10,29.4
2,68,8,99,2,30,0,10,237.9
2,40,6,99,7,40,0,10,128.8
2,52,7,8,7,30,0,10,201.9
2,52,7,99,9,30,0,10,104.1
2,23,3,8,7,36,0,2,1.9
2,25,4,8,7,44,0,2,22.9
1,33,5,9,4,44,0,6,1.9
2,40,6,99,9,44,0,10,249.3
1,38,5,9,9,44,0,6,37.9
2,30,5,8,7,44,0,8,9.2
1,42,6,8,2,44,0,5,71.9
2,31,5,8,7,36,0,4,41.9
2,60,7,8,5,40,0,10,10.9
1,20,3,2,7,44,0,8,10.3
2,49,6,99,9,30,0,7,161.8
2,37,5,8,7,36,0,10,72.9
2,36,5,99,9,30,0,10,92.9
1,33,5,4,7,44,0,8,8.4
2,30,5,99,9,40,0,10,68.4
1,45,6,8,5,40,0,10,29.6
2,49,6,8,9,44,0,2,173.9
2,47,6,9,4,44,0,3,100.9
2,23,3,2,9,36,0,7,11.0
2,30,5,8,9,22,0,4,23.0
2,36,5,99,9,40,0,7,13.5
1,34,5,8,7,44,0,7,59.8
1,30,5,1,4,44,0,5,32.9
1,56,7,8,4,40,0,6,58.8
2,34,5,99,7,40,0,9,24.3
2,38,5,8,7,36,0,10,88.6
2,45,6,8,7,14,0,2,11.9
1,44,6,9,7,44,0,6,60.4
2,53,7,99,7,30,0,10,6.4
2,48,6,8,9,26,0,5,28.9
1,27,4,8,4,44,0,8,14.7
1,26,4,8,2,44,0,5,4.3
1,65,8,99,5,24,0,10,148.8
1,28,4,8,9,40,0,10,76.1
2,38,5,8,7,44,0,3,16.8
1,43,6,8,7,44,0,7,76.9
1,27,4,8,7,44,0,3,77.9
1,30,5,8,3,44,0,2,86.9
2,30,5,8,7,22,0,2,16.8
1,38,5,8,7,44,0,5,20.4
2,29,4,99,9,40,0,10,13.8
1,40,6,8,9,44,0,9,225.9
2,23,3,8,7,44,0,10,6.4
1,19,3,8,7,20,0,4,2.1
1,49,6,99,9,40,0,10,272.3
2,38,5,99,9,40,0,9,142.5
2,42,6,2,8,0,0,2,30.1
2,31,5,8,7,44,0,3,56.8
1,40,6,8,1,44,0,7,9.6
2,40,6,8,7,44,0,3,34.9
2,42,6,99,9,30,0,10,172.9
1,34,5,9,7,44,0,4,103.9
2,48,6,99,9,30,0,10,343.5
1,26,4,8,7,44,0,7,13.4
1,61,7,8,2,44,0,6,71.5
1,37,5,99,7,40,0,6,118.6
2,40,6,99,7,40,0,7,154.9
2,44,6,99,6,36,0,9,139.7
2,46,6,99,9,40,0,10,124.6
2,36,5,99,9,36,0,10,109.9
1,62,7,2,7,36,0,7,373.3
2,48,6,99,9,30,0,10,103.2
1,39,5,99,9,40,0,8,172.9
1,63,7,99,6,30,0,10,508.9
1,21,3,9,7,44,0,2,4.2
1,18,3,2,4,44,0,5,1.1
1,24,3,9,4,44,0,4,1.1
1,26,4,8,7,44,0,4,2.9
2,22,3,9,7,36,0,10,15.6
2,28,4,99,9,44,0,10,29.1
2,49,6,2,9,40,0,10,12.8
1,31,5,8,6,44,0,4,51.8
1,47,6,8,5,36,0,3,352.9
2,41,6,8,7,44,0,5,10.6
2,62,7,99,7,30,0,10,416.4
2,21,3,2,8,44,0,5,14.1
1,21,3,8,6,36,0,5,4.3
2,36,5,9,9,40,0,10,8.0
1,18,3,8,7,20,0,9,2.3
1,39,5,8,7,44,0,9,163.2
2,33,5,8,7,36,0,6,29.9
1,24,3,8,7,44,0,5,39.9
1,42,6,2,4,44,0,9,146.7
2,43,6,99,7,30,0,9,186.3
2,25,4,8,7,44,0,3,1.4
1,19,3,8,3,44,0,6,5.7
2,43,6,9,7,40,0,10,11.8
2,32,5,99,5,40,0,10,62.1
2,35,5,8,6,44,0,2,39.9
1,59,7,8,3,38,0,5,57.4
1,51,7,99,7,30,0,10,3.4
1,30,5,9,7,36,0,3,14.9
2,30,5,99,9,30,0,10,33.2
1,32,5,8,7,44,0,2,58.9
2,26,4,2,9,44,0,4,26.9
2,35,5,2,9,36,0,7,19.8
1,35,5,8,5,44,0,2,21.9
1,42,6,8,7,44,0,5,55.9
1,62,7,99,7,30,0,9,351.6
2,42,6,9,7,44,0,2,22.8
1,33,5,99,7,40,0,10,9.6
1,21,3,8,6,44,0,4,1.8
2,28,4,99,7,40,0,10,9.9
1,52,7,8,7,40,0,7,44.9
1,39,5,99,7,40,0,10,92.9
1,37,5,99,7,40,0,10,7.0
1,31,5,8,7,44,0,8,15.6
1,60,7,99,7,40,0,10,429.9
1,42,6,99,9,20,0,10,207.0
1,46,6,99,3,30,0,8,274.7
2,28,4,8,7,44,0,7,79.2
1,51,7,8,5,44,0,9,54.5
1,36,5,8,7,44,0,5,4.3
1,41,6,8,7,44,0,2,0.9
2,45,6,2,7,40,0,7,112.8
1,42,6,8,7,44,0,2,15.9
1,21,3,4,7,44,0,6,23.7
2,41,6,8,7,44,0,9,90.8
1,55,7,99,9,40,0,10,32.1
1,34,5,9,7,44,0,3,6.9
2,24,3,8,7,44,0,6,74.7
1,41,6,2,7,44,0,6,22.8
1,43,6,99,9,40,0,10,141.9
1,39,5,8,2,44,0,5,38.4
1,27,4,8,7,43,0,9,4.3
2,47,6,99,9,40,0,10,92.3
2,32,5,99,7,40,0,10,4.5
1,34,5,8,2,44,0,10,54.4
1,59,7,99,9,25,0,9,152.9
2,48,6,2,7,44,0,6,32.9
2,49,6,2,9,43,0,3,15.9
1,28,4,8,7,44,0,5,55.9
1,38,5,8,2,44,0,10,117.1
2,44,6,99,7,40,0,10,77.0
2,22,3,8,7,44,0,2,6.6
2,29,4,8,7,44,0,9,8.0
1,34,5,8,7,44,0,5,4.9
1,27,4,99,9,35,0,9,92.9
2,39,5,99,9,30,0,7,177.7
1,36,5,8,7,44,0,8,107.9
2,47,6,8,8,44,0,7,74.5
1,50,7,99,7,30,0,10,237.9
1,38,5,8,7,40,0,8,196.4
2,33,5,2,9,44,0,5,145.3
2,42,6,99,9,40,0,7,195.0
2,37,5,99,9,40,0,7,185.4
1,27,4,9,3,44,0,6,6.1
2,44,6,8,7,44,0,3,31.9
2,44,6,99,4,40,0,9,126.9
2,47,6,8,11,6,0,7,146.9
1,51,7,4,7,44,0,3,64.9
2,47,6,99,9,40,0,9,274.9
1,51,7,99,7,30,0,8,263.8
2,23,3,8,9,44,0,8,18.9
2,33,5,99,7,30,0,10,146.3
2,59,7,99,8,30,0,9,389.5
2,46,6,8,7,38,0,10,31.7
1,48,6,99,7,40,0,10,274.9
1,51,7,8,7,44,0,9,128.9
2,58,7,99,9,40,0,8,442.9
2,43,6,9,5,44,0,9,43.2
1,42,6,8,9,5,0,5,154.9
1,42,6,2,2,44,0,2,1.1
1,27,4,8,7,36,0,6,0.4
1,42,6,8,1,44,0,10,62.8
2,24,3,8,7,44,0,2,30.9
2,58,7,99,7,30,0,10,130.5
1,37,5,99,7,40,0,8,33.9
1,24,3,8,7,44,0,3,2.1
1,26,4,8,6,44,0,7,1.8
2,26,4,2,7,44,0,6,19.6
2,44,6,99,9,40,0,9,166.9
1,46,6,99,6,44,0,9,212.2
1,26,4,2,5,44,0,7,31.4
1,38,5,9,7,36,0,3,65.3
2,42,6,99,9,40,0,10,66.8
1,45,6,99,7,40,0,8,123.9
2,33,5,99,8,30,0,10,11.9
2,36,5,99,9,30,0,10,84.4
1,37,5,2,6,44,0,5,23.5
1,19,3,8,6,44,0,10,6.9
1,26,4,8,7,44,0,5,28.4
1,34,5,8,7,44,0,10,83.2
1,27,4,2,9,44,0,8,15.9
2,58,7,99,9,40,0,7,88.6
1,42,6,8,9,40,0,10,113.8
1,31,5,8,9,44,0,9,5.5
1,65,8,99,5,40,0,10,435.8
2,44,6,9,7,44,0,10,11.3
1,27,4,8,2,44,0,3,107.9
2,27,4,2,7,44,0,3,17.9
1,56,7,99,7,30,0,10,359.5
2,49,6,99,9,30,0,10,316.7
2,61,7,99,7,40,0,10,415.7
1,29,4,9,7,44,0,5,4.5
2,21,3,99,7,40,0,8,10.4
2,22,3,9,7,44,0,2,18.9
1,45,6,8,5,44,0,5,1.3
1,21,3,9,7,36,0,3,15.2
1,39,5,8,7,44,0,8,4.8
2,22,3,8,7,44,0,7,4.0
1,49,6,99,7,40,0,10,124.9
1,29,4,8,7,8,0,4,6.7
1,40,6,99,9,30,0,9,129.0
2,19,3,8,7,44,0,6,4.4
1,18,3,8,6,28,0,10,7.4
1,50,7,99,7,30,0,10,333.9
1,51,7,8,5,44,0,2,11.9
1,32,5,99,9,40,0,10,94.7
2,26,4,8,7,44,0,4,13.4
1,39,5,8,9,44,0,2,9.9
2,37,5,8,7,44,0,10,18.6
1,47,6,99,9,30,1,6,159.4
2,38,5,99,7,40,0,10,156.4
1,23,3,8,7,44,0,3,2.2
1,61,7,99,9,40,0,9,177.5
1,51,7,4,4,44,0,4,26.9
2,40,6,8,9,22,0,5,59.1
1,28,4,99,7,36,0,5,6.9
1,36,5,8,7,44,0,2,43.9
2,28,4,8,7,44,0,6,75.5
1,33,5,99,9,36,0,10,94.9
1,23,3,8,7,44,0,7,6.8
1,43,6,99,9,20,0,10,225.9
1,42,6,8,10,0,0,7,94.9
2,24,3,8,7,44,0,10,11.9
2,45,6,99,9,30,0,9,29.6
2,38,5,9,9,44,0,2,27.8
1,31,5,9,7,44,0,4,23.9
1,27,4,8,6,44,0,8,10.1
1,44,6,8,9,1,0,5,94.9
1,57,7,8,7,44,0,2,45.9
2,34,5,99,5,40,0,7,9.9
1,37,5,99,7,25,0,10,126.9
1,39,5,8,7,44,0,3,34.9
2,34,5,8,2,44,0,6,40.7
2,39,5,2,7,40,0,10,5.9
2,48,6,8,7,44,0,4,27.6
1,44,6,8,9,44,0,8,31.4
2,49,6,99,9,30,0,10,189.3
1,38,5,9,9,40,0,8,61.9
1,22,3,9,7,44,0,2,15.2
1,56,7,4,7,44,0,5,165.9
1,27,4,8,7,38,0,10,73.8
1,31,5,8,7,44,0,5,13.7
1,24,3,8,5,44,0,10,32.9
1,63,7,8,2,44,0,7,30.1
2,35,5,99,9,30,0,7,178.4
2,44,6,4,7,44,0,3,1.9
1,64,7,99,9,30,0,8,437.4
2,53,7,99,9,40,0,10,19.7
1,24,3,99,7,40,0,10,9.9
2,38,5,99,9,40,0,10,38.9
2,42,6,6,9,40,0,3,21.5
2,45,6,99,9,40,0,9,74.0
1,23,3,8,7,44,0,9,33.9
1,32,5,2,7,40,0,10,7.3
1,23,3,99,7,40,0,9,22.8
1,43,6,8,7,38,0,10,33.0
2,21,3,9,7,44,0,5,29.7
2,49,6,8,6,36,0,6,107.9
2,46,6,9,7,44,0,7,24.6
1,33,5,8,7,44,0,7,82.6
2,42,6,99,8,40,0,8,95.9
1,39,5,4,9,44,0,3,143.5
1,26,4,9,7,44,0,4,18.9
1,19,3,2,7,44,0,4,5.8
2,44,6,8,7,44,0,4,5.9
1,20,3,8,7,44,0,3,15.4
1,23,3,2,7,0,0,5,48.8
1,21,3,99,8,40,0,6,23.7
2,41,6,8,7,44,0,5,73.4
1,23,3,8,7,42,0,10,9.8
1,53,7,99,7,40,0,10,313.9
2,50,7,8,7,44,0,7,134.9
2,55,7,99,9,30,0,10,196.8
1,55,7,99,9,44,0,9,47.9
2,26,4,2,9,36,0,7,56.9
2,54,7,8,7,44,0,6,11.5
1,25,4,9,8,44,0,4,20.7
2,25,4,99,7,40,0,8,43.2
1,54,7,9,7,44,0,3,95.9
2,38,5,8,7,40,0,9,10.9
2,27,4,8,7,44,0,2,59.9
2,36,5,8,7,44,0,10,3.7
2,26,4,99,7,40,0,10,43.8
1,38,5,8,8,43,0,8,112.4
2,37,5,99,7,44,0,10,151.9
2,42,6,9,9,40,0,10,20.2
2,46,6,8,9,44,0,5,8.9
1,28,4,8,7,44,0,9,30.3
1,28,4,8,7,44,0,6,31.9
2,40,6,8,7,44,0,4,2.9
2,22,3,8,7,44,0,8,19.5
1,18,3,8,8,20,0,10,1.4
2,40,6,99,7,30,0,9,190.6
1,35,5,8,7,44,0,7,42.6
2,35,5,8,7,44,0,7,73.3
1,31,5,9,9,44,0,2,16.2
1,53,7,6,11,40,0,6,265.4
1,40,6,8,8,44,0,9,121.9
1,43,6,8,3,44,1,5,28.9
